282	14735	
283	14731	
284	14736	
285	14733	
286	14741	
287	14732	
288	14730	
289	14732	
290	14734	
291	14734	
292	14735	
293	14737	
294	14730	
295	14737	
296	14737	
297	14733	
298	14737	
299	14735	
300	14733	
301	14732	
302	14732	
303	14733	
304	14737	
305	14738	
306	14737	
307	14734	
308	14734	
309	14730	
310	14732	
311	14732	
312	14733	
313	14730	
314	14737	
315	14733	
316	14732	
317	14738	
318	14737	
319	14735	
320	14736	
321	14740	
322	14737	
323	14737	
324	14736	
325	14734	
326	14737	
327	14734	
328	14731	
329	14735	
330	14732	
331	14734	
332	14738	
333	14734	
334	14733	
335	14738	
336	14731	
337	14729	
338	14732	
339	14732	
340	14737	
341	14734	
342	14734	
343	14736	
344	14734	
345	14741	
346	14732	
347	14729	
348	14730	
349	14736	
350	14738	
351	14735	
352	14733	
353	14737	
354	14736	
355	14735	
356	14735	
357	14727	
358	14732	
359	14734	
360	14731	
361	14738	
362	14741	
363	14732	
364	14730	
365	14737	
366	14732	
367	14728	
368	14730	
369	14732	
370	14735	
371	14733	
372	14739	
373	14735	
374	14732	
375	14733	
376	14729	
377	14731	
378	14733	
379	14733	
380	14735	
381	14733	
382	14736	
383	14735	
384	14734	
385	14735	
386	14735	
387	14733	
388	14737	
389	14737	
390	14734	
391	14737	
392	14738	
393	14736	
394	14734	
395	14735	
396	14735	
397	14734	
398	14732	
399	14733	
400	14732	
401	14735	
402	14735	
403	14735	
404	14732	
405	14738	
406	14735	
407	14740	
408	14736	
409	14734	
410	14736	
411	14731	
412	14730	
413	14738	
414	14736	
415	14738	
416	14733	
417	14734	
418	14732	
419	14733	
420	14735	
421	14735	
422	14732	
423	14738	
424	14733	
425	14734	
426	14736	
427	14741	
428	14739	
429	14740	
430	14732	
431	14734	
432	14731	
433	14743	
434	14731	
435	14735	
436	14737	
437	14735	
438	14734	
439	14734	
440	14737	
441	14732	
442	14740	
443	14733	
444	14733	
445	14736	
446	14739	
447	14733	
448	14733	
449	14737	
450	14734	
451	14736	
452	14735	
453	14734	
454	14735	
455	14731	
456	14736	
457	14738	
458	14733	
459	14735	
460	14731	
461	14735	
462	14731	
463	14733	
464	14735	
465	14732	
466	14733	
467	14735	
468	14738	
469	14731	
470	14735	
471	14736	
472	14734	
473	14736	
474	14735	
475	14732	
476	14735	
477	14730	
478	14594	
479	14125	
480	13301	
481	12863	
482	12391	
483	12073	
484	11714	
485	11728	
486	11522	
487	11784	
488	11936	
489	11864	
490	11735	
491	11612	
492	11584	
493	11736	
494	11555	
495	11552	
496	11808	
497	11695	
498	11771	
499	11623	
500	11696	
501	11920	
502	11810	
503	11670	
504	11893	
505	12013	
506	12112	
507	12063	
508	12059	
509	12057	
510	12226	
511	12055	
512	12109	
513	11932	
514	12224	
515	12288	
516	12149	
517	12200	
518	12349	
519	12293	
520	12393	
521	12252	
522	12463	
523	12343	
524	12337	
525	12460	
526	12817	
527	12672	
528	12704	
529	12752	
530	12771	
531	12723	
532	12582	
533	12812	
534	12821	
535	13144	
536	13062	
537	12817	
538	12940	
539	13124	
540	13076	
541	13046	
542	12952	
543	12847	
544	13026	
545	13021	
546	13020	
547	13254	
548	13460	
549	13505	
550	13226	
551	13397	
552	13537	
553	13443	
554	13155	
555	13247	
556	13260	
557	13386	
558	13581	
559	13790	
560	13800	
561	13741	
562	13719	
563	13610	
564	13728	
565	13836	
566	13977	
567	14017	
568	13812	
569	13659	
570	13770	
571	13798	
572	13896	
573	14054	
574	14013	
575	13903	
576	13876	
577	13989	
578	13984	
579	13923	
580	13888	
581	13966	
582	13814	
583	13935	
584	14012	
585	13968	
586	14066	
587	14115	
588	14113	
589	13994	
590	13939	
591	13913	
592	13806	
593	13879	
594	13928	
595	13965	
596	13993	
597	14044	
598	14063	
599	14192	
600	14142	
601	14190	
602	14047	
603	14203	
604	14175	
605	14107	
606	14107	
607	14240	
608	14054	
609	14084	
610	14214	
611	14213	
612	14215	
613	14129	
614	14314	
615	14300	
616	14305	
617	14405	
618	14351	
619	14252	
620	14325	
621	14351	
622	14445	
623	14308	
624	14261	
625	14474	
626	14455	
627	14360	
628	14378	
629	14440	
630	14369	
631	14403	
632	14532	
633	14511	
634	14462	
635	14400	
636	14480	
637	14439	
638	14522	
639	14556	
640	14520	
641	14552	
642	14498	
643	14541	
644	14438	
645	14468	
646	14442	
647	14474	
648	14452	
649	14537	
650	14502	
651	14566	
652	14477	
653	14493	
654	14585	
655	14584	
656	14538	
657	14392	
658	14526	
659	14516	
660	14479	
661	14524	
662	14543	
663	14509	
664	14529	
665	14540	
666	14538	
667	14590	
668	14545	
669	14602	
670	14600	
671	14612	
672	14589	
673	14554	
674	14465	
675	14415	
676	14542	
677	14592	
678	14481	
679	14540	
680	14593	
681	14681	
682	14601	
683	14625	
684	14640	
685	14563	
686	14515	
687	14620	
688	14681	
689	14514	
690	14455	
691	14464	
692	14518	
693	14581	
694	14603	
695	14625	
696	14507	
697	14553	
698	14602	
699	14643	
700	14713	
701	14583	
702	14644	
703	14631	
704	14591	
705	14661	
706	14716	
707	14647	
708	14593	
709	14522	
710	14591	
711	14621	
712	14640	
713	14618	
714	14603	
715	14638	
716	14671	
717	14659	
718	14595	
719	14606	
720	14632	
721	14671	
722	14617	
723	14618	
724	14659	
725	14625	
726	14676	
727	14642	
728	14660	
729	14651	
730	14605	
731	14657	
732	14645	
733	14679	
734	14699	
735	14700	
736	14730	
737	14702	
738	14696	
739	14641	
740	14653	
741	14659	
742	14659	
743	14675	
744	14637	
745	14672	
746	14701	
747	14680	
748	14617	
749	14690	
750	14703	
751	14693	
752	14736	
753	14736	
754	14759	
755	14713	
756	14673	
757	14737	
758	14745	
759	14694	
760	14702	
761	14652	
762	14630	
763	14549	
764	14659	
765	14678	
766	14646	
767	14648	
768	14701	
769	14676	
770	14703	
771	14717	
772	14715	
773	14723	
774	14680	
775	14604	
776	14671	
777	14703	
778	14689	
779	14653	
780	14684	
781	14651	
782	14688	
783	14732	
784	14712	
785	14715	
786	14717	
787	14688	
788	14718	
789	14708	
790	14712	
791	14726	
792	14717	
793	14719	
794	14720	
795	14722	
796	14706	
797	14711	
798	14714	
799	14708	
800	14714	
801	14665	
802	14663	
803	14686	
804	14743	
805	14713	
806	14725	
807	14656	
808	14655	
809	14715	
810	14729	
811	14723	
812	14733	
813	14699	
814	14739	
815	14724	
816	14729	
817	14745	
818	14736	
819	14708	
820	14721	
821	14730	
822	14708	
823	14699	
824	14719	
825	14709	
826	14721	
827	14722	
828	14687	
829	14720	
830	14727	
831	14707	
832	14719	
833	14703	
834	14707	
835	14745	
836	14734	
837	14743	
838	14739	
839	14730	
840	14714	
841	14733	
842	14745	
843	14733	
844	14730	
845	14741	
846	14705	
847	14725	
848	14728	
849	14733	
850	14722	
851	14668	
852	14695	
853	14720	
854	14721	
855	14735	
856	14711	
857	14726	
858	14721	
859	14742	
860	14704	
861	14730	
862	14736	
863	14721	
864	14698	
865	14712	
866	14711	
867	14696	
868	14717	
869	14731	
870	14735	
871	14710	
872	14679	
873	14698	
874	14699	
875	14710	
876	14690	
877	14692	
878	14721	
879	14736	
880	14745	
881	14737	
882	14718	
883	14736	
884	14733	
885	14708	
886	14727	
887	14717	
888	14701	
889	14730	
890	14721	
891	14714	
892	14728	
893	14728	
894	14734	
895	14728	
896	14731	
897	14729	
898	14732	
899	14705	
900	14731	
901	14722	
902	14723	
903	14720	
904	14745	
905	14750	
906	14748	
907	14758	
908	14740	
909	14740	
910	14734	
911	14728	
912	14736	
913	14748	
914	14733	
915	14726	
916	14731	
917	14740	
918	14752	
919	14740	
920	14724	
921	14727	
922	14748	
923	14739	
924	14732	
925	14702	
926	14705	
927	14722	
928	14715	
929	14724	
930	14724	
931	14691	
932	14716	
933	14727	
934	14726	
935	14748	
936	14743	
937	14745	
938	14743	
939	14736	
940	14733	
941	14751	
942	14722	
943	14713	
944	14722	
945	14737	
946	14713	
947	14706	
948	14734	
949	14727	
950	14742	
951	14715	
952	14685	
953	14678	
954	14678	
955	14720	
956	14745	
957	14740	
958	14743	
959	14748	
960	14743	
961	14751	
962	14749	
963	14741	
964	14728	
965	14731	
966	14721	
967	14722	
968	14735	
969	14729	
970	14743	
971	14738	
972	14741	
973	14741	
974	14745	
975	14729	
976	14749	
977	14746	
978	14732	
979	14714	
980	14730	
981	14749	
982	14750	
983	14738	
984	14713	
985	14699	
986	14723	
987	14742	
988	14742	
989	14739	
990	14742	
991	14743	
992	14734	
993	14733	
994	14730	
995	14734	
996	14720	
997	14719	
998	14735	
999	14742	
1000	14752	
1001	14741	
1002	14752	
1003	14750	
1004	14753	
1005	14741	
1006	14744	
1007	14742	
1008	14749	
1009	14747	
1010	14711	
1011	14717	
1012	14723	
1013	14742	
1014	14745	
1015	14738	
1016	14738	
1017	14743	
1018	14732	
1019	14745	
1020	14737	
1021	14744	
1022	14747	
1023	14744	
1024	14746	
1025	14747	
1026	14750	
1027	14738	
1028	14735	
1029	14730	
1030	
1031	
